Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1,0.4,5,110.218,551.091,3,0,0,0,35,1,0,622.747,124.448,9.965
2,0.452,5,55.745,278.723,3,0,0,0,73,2,0,651.604,147.321,21.244
3,0.386,4,100.724,402.894,2,0,0,0,108,3,0,615.774,118.992,30.878
4,0.36,4,97.256,389.025,2,0,0,0,142,4,0,587.21,105.658,39.846
5,0.386,4,32.277,129.108,2,0,0,0,177,5,0,616.251,119.037,49.476
6,0.398,5,55.626,278.131,3,0,0,0,212,6,0,620.295,123.286,59.387
7,0.386,4,113.037,452.147,2,0,0,0,247,7,0,603.339,116.481,69.012
8,0.421,5,65.694,328.471,3,0,0,0,283,8,0,635.292,133.661,79.505
9,0.462,5,102.871,514.354,3,1,0,0,346,10,0,645.463,149.021,91.024
10,0.443,5,101.745,508.725,3,1,1,0,408,12,0,645.417,143.121,102.086
11,0.449,5,83.169,415.846,3,1,0,0,470,14,0,645.089,144.709,113.277
12,0.371,4,32.581,130.324,2,0,0,0,504,15,0,602.731,111.682,122.514
13,0.387,4,54.251,217.002,2,0,0,0,539,16,0,607.711,117.507,132.154
14,0.415,5,67.949,339.744,3,0,0,1,575,17,0,625.683,129.853,142.504
15,0.395,5,113.409,567.045,3,0,0,0,610,18,0,632.113,124.943,152.36
16,0.392,5,79.927,399.634,3,0,0,0,645,19,0,611.335,119.917,162.14
17,0.436,5,56.699,283.497,3,1,0,0,707,21,0,655.432,142.899,173.015
18,0.466,5,31.31,156.552,3,0,0,1,745,22,0,637.963,148.689,184.644
19,0.449,5,85.409,427.046,3,0,0,0,782,23,0,641.908,144.041,195.839
20,0.44,5,102.421,512.103,3,0,1,0,819,24,0,656.775,144.472,206.812
21,0.411,5,88.698,443.492,3,1,0,0,880,26,0,639.08,131.454,217.07
22,0.411,5,92.311,461.555,3,0,0,0,916,27,0,609.078,125.17,227.318
23,0.433,5,108.828,544.142,3,0,0,0,953,28,0,644.1,139.606,238.13
24,0.415,5,112.892,564.461,3,1,0,0,1014,30,0,618.853,128.395,248.477
25,0.449,5,87.722,438.611,3,1,0,0,1076,32,0,654.442,146.784,259.666
26,0.447,5,62.856,314.278,3,0,0,0,1113,33,0,659.714,147.582,270.826
27,0.393,5,84.709,423.543,3,0,0,0,1148,34,0,596.503,117.351,280.635
28,0.442,5,59.008,295.038,3,1,0,1,1210,36,0,636.704,140.831,291.669
29,0.438,5,65.34,326.7,3,0,0,0,1247,37,0,647.912,141.839,302.589
30,0.48,5,107.929,539.645,3,1,1,0,1311,40,0,648.627,155.575,314.558
31,0.475,5,119.547,597.736,3,0,0,0,1350,41,0,665.136,158.097,326.418
32,0.45,5,102.811,514.055,3,1,0,0,1413,43,0,645.002,145.198,337.648
33,0.414,5,59.236,296.178,3,0,0,0,1449,44,0,641.683,132.937,347.98
34,0.465,5,119.968,599.84,3,0,0,0,1487,45,0,671.476,156.232,359.589
35,0.437,5,54.326,271.629,3,0,0,0,1524,46,0,623.47,136.311,370.495
36,0.493,5,41.398,206.989,3,0,0,0,1563,47,0,673.544,166.183,382.808
37,0.486,5,105.934,529.668,3,1,0,1,1627,50,0,668.308,162.513,394.943
38,0.46,5,87.867,439.335,3,0,0,0,1665,51,0,649.773,149.422,406.416
39,0.444,5,39.795,198.977,3,0,0,1,1702,52,0,632.965,140.412,417.482
