Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1,0.393,5,117.611,588.054,3,0,0,0,35,1,0,616.766,121.341,9.809
2,0.372,4,103.012,412.049,2,0,0,0,69,2,0,610.35,113.375,19.069
3,0.424,5,91.503,457.517,3,0,0,0,105,3,0,628.052,133.186,29.646
4,0.406,5,92.061,460.307,3,1,0,1,166,5,0,609.445,123.722,39.769
5,0.44,5,52.463,262.317,3,0,0,0,203,6,0,627.086,138.101,50.755
6,0.455,5,25.052,125.258,3,0,0,0,241,7,0,640.141,145.628,62.105
7,0.361,4,108.165,432.66,2,0,0,0,275,8,0,580.966,104.904,71.104
8,0.441,5,86.091,430.453,3,0,0,0,312,9,0,651.096,143.455,82.095
9,0.406,5,43.512,217.559,3,1,0,0,373,11,0,632.913,128.57,92.225
10,0.366,4,35.372,141.488,2,0,1,0,407,12,0,603.302,110.309,101.339
11,0.426,5,34.802,174.009,3,0,0,0,444,13,0,642.968,136.852,111.955
12,0.415,5,85.593,427.966,3,0,0,0,480,14,0,640.329,132.979,122.312
13,0.424,5,116.102,580.508,3,0,0,0,516,15,0,651.221,138.094,132.888
14,0.443,5,34.336,171.682,3,0,0,0,553,16,0,625.971,138.747,143.945
15,0.392,5,31.037,155.184,3,1,0,0,613,18,0,629.934,123.547,153.724
16,0.456,5,69.692,348.462,3,0,0,0,651,19,0,661.487,150.686,165.089
17,0.417,5,56.357,281.786,3,0,0,1,687,20,0,636.675,132.729,175.486
18,0.432,5,47.957,239.786,3,0,0,0,724,21,0,645.5,139.523,186.268
19,0.443,5,88.688,443.438,3,0,0,1,761,22,0,624.1,138.321,197.324
20,0.452,5,119.59,597.951,3,0,1,0,799,23,0,664.014,150.128,208.603
21,0.422,5,78.376,391.882,3,0,0,1,835,24,0,620.614,130.931,219.125
22,0.461,5,117.173,585.867,3,1,0,0,898,26,0,671.719,154.894,230.63
23,0.454,5,106.066,530.332,3,1,0,0,961,28,0,659.426,149.632,241.951
24,0.407,5,53.734,268.67,3,0,0,0,997,29,0,625.5,127.433,252.11
25,0.447,5,108.62,543.101,3,1,0,0,1059,31,0,638.226,142.505,263.249
26,0.469,5,108.978,544.889,3,0,0,0,1097,32,0,638.54,149.694,274.946
27,0.44,5,65.084,325.418,3,0,0,0,1134,33,0,631.154,138.967,285.93
28,0.415,5,81.649,408.245,3,1,0,0,1195,35,0,631.005,130.911,296.276
29,0.451,5,117.884,589.422,3,0,0,1,1233,36,0,664.905,149.91,307.524
30,0.453,5,105.072,525.359,3,0,1,0,1271,37,0,638.894,144.762,318.828
31,0.469,5,84.527,422.636,3,0,0,0,1309,38,0,658.671,154.447,330.528
32,0.404,5,57.36,286.798,3,0,0,0,1345,39,0,622.495,125.767,340.603
33,0.405,5,51.053,255.267,3,1,0,0,1406,41,0,627.75,127.018,350.693
34,0.441,5,76.274,381.368,3,1,0,0,1468,43,0,662.489,146.15,361.698
35,0.487,5,88.658,443.291,3,0,0,0,1507,44,0,658.291,160.32,373.851
36,0.473,5,114.014,570.072,3,1,0,0,1570,47,0,669.186,158.096,385.639
37,0.45,5,38.991,194.955,3,0,0,0,1607,48,0,666.18,149.869,396.862
38,0.432,5,78.054,390.268,3,0,0,0,1644,49,0,629.674,136.124,407.646
39,0.432,5,22.839,114.194,3,1,0,0,1706,51,0,651.862,140.782,418.418
40,0.503,6,25.127,150.764,3,0,1,0,1746,53,0,660.46,166.251,430.981
41,0.463,5,90.903,454.516,3,0,0,0,1784,54,0,650.536,150.599,442.531
42,0.462,5,113.675,568.375,3,0,0,0,1822,55,0,666.808,153.917,454.048
43,0.455,5,23.396,116.978,3,1,0,0,1885,57,0,663.995,150.921,465.387
44,0.497,5,60.759,303.796,3,0,0,0,1924,58,0,666.381,165.727,477.799
45,0.429,5,40.318,201.592,3,1,0,0,1986,60,0,635.198,136.144,488.49
46,0.469,5,96.51,482.548,3,1,0,0,2049,62,0,646.107,151.651,500.201
47,0.47,5,119.35,596.749,3,0,0,0,2087,63,0,661.715,155.357,511.916
48,0.435,5,76.779,383.897,3,1,0,0,2149,65,0,655.372,142.544,522.765
49,0.505,6,119.679,718.074,3,0,0,1,2189,67,0,679.809,171.658,535.367
50,0.471,5,116.868,584.341,3,0,1,0,2227,68,0,656.449,154.696,547.126
51,0.463,5,22.819,114.096,3,0,0,0,2265,69,0,666.468,154.42,558.686
52,0.427,5,59.829,299.147,3,1,0,0,2327,71,0,631.183,134.759,569.335
53,0.44,5,78.619,393.093,3,1,0,0,2389,73,0,652.178,143.556,580.315
54,0.519,6,20.96,125.757,3,1,0,0,2454,76,0,675.247,175.299,593.273
55,0.465,5,22.584,112.921,3,0,0,0,2492,77,0,669.422,155.52,604.864
56,0.439,5,109.792,548.962,3,0,0,0,2529,78,0,649.838,142.621,615.812
57,0.478,5,67.216,336.082,3,0,0,0,2568,79,0,648.138,154.836,627.733
58,0.523,6,52.115,312.689,3,0,0,0,2608,81,0,700.184,182.989,640.778
59,0.451,5,67.811,339.055,3,0,0,0,2646,82,0,645.147,145.338,652.017
60,0.479,5,111.695,558.476,3,0,1,0,2685,83,0,670.88,160.583,663.961
61,0.476,5,63.181,315.906,3,0,0,0,2724,84,0,677.572,161.29,675.839
62,0.508,6,100.227,601.362,3,0,0,0,2764,86,0,685.217,174.183,688.526
63,0.504,6,65.089,390.536,3,0,0,0,2804,88,0,692.628,174.461,701.097
64,0.437,5,37.372,186.858,3,1,0,0,2866,90,0,628.141,137.275,711.998
65,0.485,5,88.544,442.719,3,0,0,0,2905,91,0,656.568,159.175,724.096
66,0.478,5,35.304,176.522,3,0,0,0,2944,92,0,651.25,155.523,736.013
67,0.525,6,86.809,520.855,3,0,0,0,2984,94,0,693.773,182.108,749.115
68,0.503,6,25.145,150.868,3,0,0,0,3024,96,0,677.234,170.286,761.664
69,0.495,5,53.535,267.677,3,1,0,0,3088,99,0,665.035,164.65,774.02
70,0.507,6,46.739,280.432,3,0,1,0,3128,101,0,665.037,168.555,786.669
71,0.489,5,103.557,517.786,3,0,0,0,3167,102,0,671.425,164.202,798.873
72,0.522,6,63.555,381.329,3,1,0,0,3232,105,0,681.408,177.889,811.904
73,0.457,5,109.611,548.055,3,1,0,0,3295,107,0,646.268,147.769,823.312
74,0.492,5,104.209,521.044,3,0,0,0,3334,108,0,653.312,160.74,835.59
75,0.466,5,72.801,364.005,3,0,0,0,3372,109,0,645.364,150.447,847.222
76,0.5,5,47.342,236.71,3,1,0,0,3436,112,0,681.395,170.236,859.69
77,0.505,6,114.034,684.204,3,0,0,0,3476,114,0,677.325,170.966,872.288
78,0.538,6,82.227,493.362,3,0,0,0,3517,116,0,701.901,188.927,885.724
79,0.528,6,93.935,563.613,3,0,0,0,3558,118,0,696.898,184.131,898.913
80,0.548,6,38.486,230.917,3,1,1,0,3624,121,0,712.391,195.126,912.587
81,0.47,5,60.874,304.368,3,1,0,0,3687,123,0,676.869,158.931,924.303
82,0.528,6,96.517,579.1,3,0,0,0,3728,125,0,670.262,176.814,937.471
83,0.549,6,25.484,152.903,3,0,0,0,3769,127,0,696.798,191.351,951.18
84,0.472,5,104.394,521.968,3,0,0,0,3807,128,0,658.331,155.514,962.967
85,0.514,6,35.639,213.832,3,1,0,0,3872,131,0,691.404,177.612,975.789
86,0.481,5,84.981,424.904,3,0,0,1,3911,132,0,684.094,164.622,987.797
87,0.473,5,105.346,526.728,3,1,0,0,3974,135,0,656.597,155.372,999.604
88,0.534,6,114.089,684.533,3,1,0,0,4040,138,0,692.918,184.896,1012.924
89,0.498,5,67.467,337.333,3,1,0,0,4104,141,0,691.481,172.326,1025.361
90,0.519,6,24.978,149.866,3,0,1,0,4144,143,0,669.581,173.654,1038.306
91,0.5,6,35.044,210.264,3,0,0,0,4184,145,0,676.068,169.153,1050.793
92,0.532,6,53.589,321.535,3,0,0,0,4225,147,0,711.509,189.231,1064.069
93,0.525,6,35.241,211.445,3,0,0,0,4266,149,0,688.647,180.804,1077.174
94,0.516,6,90.136,540.817,3,0,0,0,4306,151,0,691.585,178.573,1090.062
95,0.569,6,119.067,714.4,3,0,0,0,4348,153,0,723.775,206.011,1104.274
96,0.55,6,55.845,335.069,3,0,0,0,4390,155,0,688.566,189.431,1118.008
97,0.542,6,29.121,174.729,3,0,0,0,4431,157,0,716.282,193.977,1131.527
98,0.541,6,97.458,584.748,3,0,0,0,4472,159,0,714.214,193.077,1145.022
99,0.51,6,77.828,466.967,3,0,0,0,4512,161,0,677.587,172.714,1157.744
100,0.527,6,61.068,366.41,3,1,1,0,4578,164,0,695.652,183.475,1170.909
101,0.582,6,104.051,624.309,3,0,0,0,4621,166,0,732.655,213.261,1185.443
102,0.574,6,56.959,341.751,3,0,0,0,4663,168,0,717.677,206.108,1199.782
103,0.58,6,92.444,554.664,3,0,0,0,4706,170,0,736.744,213.797,1214.272
104,0.496,5,59.135,295.676,3,0,0,0,4745,171,0,679.419,168.453,1226.645
105,0.491,5,39.591,197.953,3,1,0,0,4809,174,0,659.586,161.77,1238.885
106,0.49,5,56.388,281.938,3,0,0,0,4848,175,0,688.808,168.914,1251.123
107,0.526,6,57.842,347.055,3,1,0,0,4914,178,0,677.285,178.275,1264.262
108,0.56,6,117.964,707.786,3,0,0,0,4956,180,0,716.64,200.719,1278.245
109,0.552,6,42.972,257.832,3,0,0,0,4998,182,0,693.623,191.555,1292.032
110,0.543,6,49.695,298.17,3,1,1,0,5064,185,0,705.658,191.586,1305.586
111,0.575,6,73.09,438.539,3,0,0,0,5107,187,0,725.414,208.706,1319.951
112,0.56,6,53.726,322.355,3,0,0,0,5149,189,0,715.651,200.341,1333.927
113,0.558,6,86.707,520.241,3,0,0,0,5191,191,0,698.554,194.92,1347.858
114,0.568,6,93.959,563.755,3,0,0,1,5233,193,0,724.006,205.462,1362.027
115,0.547,6,29.302,175.814,3,0,0,0,5274,195,0,706.617,193.208,1375.677
116,0.517,6,117.286,703.717,3,1,0,0,5339,198,0,669.585,172.997,1388.572
117,0.543,6,46.5,279.0,3,0,0,0,5380,200,0,709.347,192.534,1402.122
118,0.523,6,83.108,498.649,3,1,0,0,5445,203,0,697.943,182.677,1415.187
119,0.59,6,58.307,349.844,3,0,0,0,5488,205,0,710.209,209.338,1429.905
120,0.557,6,113.165,678.988,3,1,1,0,5555,208,0,691.625,192.61,1443.808
121,0.573,6,114.83,688.982,3,0,0,0,5597,210,0,732.761,210.027,1458.119
