Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1,0.391,5,67.451,337.253,3,0,0,0,35,1,0,620.862,121.531,11.577
2,0.372,4,99.932,399.727,2,0,0,0,69,2,0,616.962,114.819,22.723
3,0.395,5,54.609,273.045,3,1,0,0,129,4,0,624.42,123.356,34.381
4,0.446,5,63.814,319.068,3,0,0,0,166,5,0,658.63,146.743,47.171
5,0.449,5,90.849,454.245,3,0,0,0,203,6,0,644.043,144.502,60.03
6,0.367,4,78.397,313.588,2,0,0,0,237,7,0,596.635,109.631,71.07
7,0.417,5,22.8,114.001,3,0,0,0,273,8,0,643.556,134.235,83.223
8,0.426,5,117.711,588.553,3,1,0,0,335,10,0,630.774,134.418,95.578
9,0.392,5,118.998,594.992,3,1,0,0,395,12,0,603.122,118.195,107.165
10,0.404,5,38.733,193.665,3,0,1,0,431,13,0,633.474,128.031,119.028
11,0.414,5,67.412,337.058,3,1,0,0,492,15,0,619.081,128.005,131.099
12,0.423,5,43.049,215.245,3,0,0,0,528,16,0,642.416,135.743,143.373
13,0.458,5,55.224,276.12,3,0,0,0,566,17,0,643.216,147.381,156.446
14,0.469,5,29.696,148.479,3,0,0,0,604,18,0,670.899,157.297,169.758
15,0.452,5,84.826,424.129,3,1,0,0,667,20,0,651.609,147.32,182.695
16,0.423,5,106.03,530.151,3,1,0,0,728,22,0,629.763,133.202,194.978
17,0.418,5,92.972,464.861,3,0,0,0,764,23,0,623.839,130.524,207.16
18,0.406,5,114.42,572.098,3,1,0,0,825,25,0,623.454,126.445,219.054
19,0.407,5,73.436,367.178,3,0,0,0,861,26,0,629.927,128.258,230.983
20,0.463,5,90.033,450.167,3,0,1,0,899,27,0,665.421,154.156,244.17
21,0.44,5,49.909,249.546,3,1,0,0,961,29,0,637.834,140.361,256.837
22,0.416,5,40.297,201.484,3,0,0,0,997,30,0,648.334,134.693,268.952
23,0.42,5,28.622,143.112,3,0,0,0,1033,31,0,648.015,136.059,281.166
24,0.41,5,78.241,391.207,3,0,0,0,1069,32,0,642.341,131.779,293.165
25,0.482,5,114.359,571.793,3,0,0,0,1108,33,0,678.54,163.481,306.767
26,0.482,5,59.002,295.01,3,0,0,0,1147,34,0,682.11,164.368,320.37
27,0.476,5,105.322,526.608,3,0,0,0,1186,35,0,678.061,161.4,333.842
28,0.412,5,118.618,593.088,3,1,0,1,1247,37,0,611.552,126.007,345.881
29,0.484,5,48.856,244.281,3,0,0,0,1286,38,0,680.905,164.671,359.523
30,0.48,5,86.836,434.179,3,1,1,0,1350,41,0,683.327,164.089,373.089
31,0.472,5,87.657,438.284,3,0,0,0,1388,42,0,641.215,151.484,386.481
32,0.409,5,64.386,321.93,3,0,0,0,1424,43,0,621.49,127.229,398.46
33,0.472,5,85.903,429.515,3,0,0,0,1462,44,0,679.06,160.173,411.835
34,0.41,5,81.598,407.99,3,1,0,0,1523,46,0,613.174,125.769,423.832
35,0.466,5,79.171,395.856,3,0,0,0,1561,47,0,667.626,155.605,437.082
36,0.404,5,77.257,386.284,3,0,0,0,1597,48,0,629.597,127.2,448.941
37,0.482,5,97.432,487.159,3,0,0,0,1636,49,0,678.367,163.621,462.555
38,0.446,5,27.633,138.164,3,0,0,0,1673,50,0,633.769,141.291,475.35
39,0.433,5,58.728,293.642,3,1,0,0,1735,52,0,633.761,137.275,487.862
40,0.407,5,35.325,176.625,3,0,1,0,1771,53,0,612.031,124.534,499.786
41,0.455,5,113.335,566.675,3,1,0,0,1834,55,0,632.138,143.77,512.783
42,0.433,5,115.362,576.81,3,0,0,0,1871,56,0,644.157,139.537,525.296
43,0.442,5,73.08,365.402,3,0,0,0,1908,57,0,658.451,145.513,538.004
44,0.43,5,21.231,106.153,3,0,0,0,1945,58,0,645.66,138.96,550.454
45,0.412,5,38.855,194.274,3,0,0,0,1981,59,0,644.206,132.548,562.48
46,0.469,5,40.187,200.933,3,0,0,0,2019,60,0,659.923,154.742,575.793
47,0.439,5,68.39,341.951,3,1,0,0,2081,62,0,654.976,143.842,588.439
48,0.433,5,50.909,254.543,3,0,0,0,2118,63,0,633.616,137.163,600.946
49,0.495,5,80.158,400.792,3,1,0,0,2182,66,0,684.031,169.23,614.837
50,0.461,5,110.053,550.264,3,0,1,0,2220,67,0,664.167,153.19,627.978
51,0.439,5,20.191,100.954,3,0,0,0,2257,68,0,652.623,143.152,640.613
52,0.448,5,86.32,431.6,3,0,0,0,2294,69,0,635.165,142.288,653.457
53,0.494,5,105.006,525.032,3,0,0,0,2333,70,0,679.5,167.718,667.323
54,0.423,5,94.859,474.296,3,0,0,0,2369,71,0,624.24,132.024,679.606
55,0.511,6,65.835,395.007,3,0,0,0,2409,73,0,676.37,172.833,693.862
56,0.45,5,94.645,473.224,3,0,0,0,2446,74,0,635.424,142.953,706.748
57,0.44,5,53.901,269.507,3,0,0,0,2483,75,0,631.443,138.926,719.413
58,0.477,5,104.736,523.679,3,0,0,0,2522,76,0,667.205,159.066,732.902
59,0.454,5,105.524,527.622,3,0,0,0,2560,77,0,667.971,151.588,745.877
60,0.516,6,81.673,490.037,3,0,1,0,2600,79,0,674.953,174.116,760.241
