Time(s),Density,CongestionFactor(1-10),ExpectedTravelTime_ETT,Weight_wij,TTL,ProactiveTriggered(0/1),MaintenanceTriggered(0/1),ReactiveTriggered(0/1),PacketsTx_cum,PacketCollisions_cum,PacketsLost_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1,0.424,5,33.189,165.944,3,0,0,0,36,1,0,644.336,136.731,12.315
2,0.394,5,36.041,180.204,3,0,0,0,71,2,0,623.736,122.925,23.952
3,0.379,4,82.281,329.126,2,0,0,0,106,3,0,608.536,115.395,35.255
4,0.445,5,99.88,499.398,3,0,0,0,143,4,0,629.451,140.069,48.032
5,0.451,5,99.389,496.946,3,1,0,0,206,6,0,629.569,142.024,60.947
6,0.42,5,49.492,247.459,3,0,0,0,242,7,0,631.528,132.612,73.162
7,0.401,5,106.866,534.328,3,0,0,0,278,8,0,620.939,124.604,84.96
8,0.415,5,20.628,103.14,3,1,0,0,339,10,0,614.398,127.441,97.061
9,0.413,5,23.281,116.404,3,1,0,0,400,12,0,621.276,128.29,109.12
10,0.454,5,97.99,489.949,3,1,1,0,463,14,0,658.566,149.58,122.103
11,0.394,5,110.173,550.865,3,0,0,0,498,15,0,629.158,123.851,133.73
12,0.417,5,48.337,241.683,3,1,0,0,559,17,0,619.79,129.359,145.889
13,0.437,5,56.647,283.236,3,0,0,0,596,18,0,636.546,139.073,158.484
14,0.397,5,57.577,287.885,3,1,0,0,656,20,0,609.835,121.052,170.185
15,0.418,5,51.413,257.066,3,0,0,0,692,21,0,617.441,128.902,182.346
16,0.44,5,115.614,578.068,3,0,0,0,729,22,0,641.517,141.235,195.017
17,0.382,4,80.849,323.397,2,0,0,0,764,23,0,598.541,114.337,206.383
18,0.383,4,77.82,311.281,2,0,0,0,799,24,0,628.318,120.462,217.78
19,0.452,5,37.449,187.243,3,0,0,0,837,25,0,656.406,148.49,230.723
20,0.394,5,108.233,541.163,3,0,1,0,872,26,0,627.757,123.601,242.352
21,0.455,5,26.912,134.562,3,0,0,0,910,27,0,660.314,150.341,255.36
22,0.386,4,114.019,456.074,2,0,0,0,945,28,0,601.414,116.007,266.809
23,0.394,5,115.532,577.658,3,0,0,0,980,29,0,626.905,123.48,278.441
24,0.47,5,71.264,356.322,3,0,0,0,1018,30,0,653.36,153.398,291.768
25,0.438,5,118.899,594.496,3,0,0,0,1055,31,0,637.137,139.651,304.395
26,0.413,5,41.935,209.673,3,1,0,0,1116,33,0,633.505,130.819,316.454
27,0.45,5,48.272,241.359,3,0,0,0,1153,34,0,630.851,141.786,329.331
28,0.427,5,54.369,271.843,3,0,0,0,1190,35,0,648.274,138.44,341.706
29,0.463,5,25.659,128.297,3,0,0,0,1228,36,0,667.596,154.62,354.89
30,0.44,5,66.48,332.399,3,0,1,1,1265,37,0,621.769,136.655,367.545
31,0.396,5,98.717,493.585,3,0,0,0,1300,38,0,630.175,124.791,379.224
32,0.453,5,40.682,203.411,3,0,0,0,1338,39,0,630.037,142.854,392.19
33,0.418,5,63.981,319.906,3,1,0,0,1399,41,0,638.559,133.438,404.36
34,0.414,5,32.593,162.965,3,0,0,0,1435,42,0,627.415,129.909,416.444
35,0.436,5,84.399,421.997,3,0,0,0,1472,43,0,656.802,143.147,429.016
36,0.49,5,105.925,529.627,3,0,0,0,1511,44,0,651.158,159.655,442.808
37,0.489,5,103.981,519.905,3,0,0,0,1550,45,0,662.064,161.883,456.57
38,0.427,5,105.381,526.904,3,0,0,0,1587,46,0,624.926,133.374,468.94
39,0.499,5,74.026,370.13,3,1,0,0,1651,49,0,665.144,166.038,482.931
40,0.47,5,40.545,202.726,3,0,1,1,1689,50,0,655.882,153.989,496.257
41,0.478,5,58.872,294.359,3,0,0,0,1728,51,0,678.87,162.344,509.779
42,0.42,5,61.841,309.205,3,1,0,0,1789,53,0,635.278,133.505,522.002
43,0.46,5,86.158,430.791,3,1,0,1,1852,55,0,632.945,145.486,535.107
44,0.484,5,27.453,137.267,3,0,0,0,1891,56,0,653.043,158.197,548.768
45,0.489,5,27.3,136.502,3,0,0,0,1930,57,0,683.121,166.942,562.524
46,0.445,5,118.124,590.618,3,1,0,0,1992,59,0,657.223,146.353,575.308
47,0.471,5,69.675,348.377,3,0,0,0,2030,60,0,657.241,154.67,588.659
48,0.423,5,80.841,404.205,3,0,0,0,2066,61,0,619.617,130.949,600.935
49,0.431,5,54.265,271.326,3,0,0,0,2103,62,0,623.672,134.427,613.399
50,0.501,6,62.082,372.491,3,0,1,1,2143,64,0,656.568,164.471,627.43
51,0.477,5,51.696,258.479,3,0,0,0,2182,65,0,661.907,157.827,640.92
52,0.471,5,48.856,244.282,3,0,0,0,2220,66,0,664.741,156.394,654.268
53,0.459,5,82.144,410.72,3,0,0,0,2258,67,0,652.688,149.695,667.351
54,0.445,5,30.509,152.544,3,0,0,0,2295,68,0,626.814,139.516,680.131
55,0.473,5,52.037,260.185,3,0,0,0,2333,69,0,676.908,159.968,693.526
56,0.474,5,40.945,204.723,3,1,0,1,2396,72,0,670.588,158.799,706.943
57,0.525,6,21.64,129.841,3,0,0,0,2436,74,0,673.341,176.662,721.505
58,0.429,5,59.303,296.513,3,0,0,0,2473,75,0,633.163,135.908,733.929
59,0.499,5,62.887,314.436,3,0,0,0,2512,76,0,681.118,169.843,747.908
60,0.51,6,71.757,430.543,3,1,1,0,2577,79,0,663.467,169.234,762.144
61,0.501,6,34.981,209.883,3,0,0,0,2617,81,0,662.792,165.889,776.165
62,0.454,5,66.146,330.728,3,0,0,0,2655,82,0,659.37,149.557,789.134
63,0.477,5,78.899,394.496,3,0,0,0,2694,83,0,643.05,153.42,802.631
64,0.52,6,83.425,500.547,3,0,0,0,2734,85,0,700.174,181.984,817.083
65,0.519,6,102.669,616.012,3,0,0,0,2774,87,0,667.79,173.13,831.505
66,0.463,5,94.149,470.746,3,0,0,0,2812,88,0,668.932,154.934,844.69
67,0.478,5,96.812,484.058,3,1,0,0,2876,91,0,644.547,153.915,858.196
68,0.483,5,23.948,119.739,3,1,0,0,2940,94,0,645.748,155.82,871.814
69,0.489,5,67.17,335.849,3,0,0,0,2979,95,0,658.26,160.969,885.577
70,0.538,6,55.198,331.185,3,0,1,0,3020,97,0,684.15,183.94,900.43
71,0.496,5,56.54,282.701,3,0,0,0,3059,98,0,680.722,168.944,914.357
72,0.483,5,69.755,348.775,3,0,0,0,3098,99,0,674.631,162.903,927.983
73,0.451,5,31.821,159.103,3,0,0,0,3136,100,0,638.581,144.048,940.896
74,0.517,6,77.57,465.421,3,1,0,0,3201,103,0,675.462,174.755,955.295
75,0.542,6,96.948,581.686,3,0,0,0,3242,105,0,702.726,190.361,970.239
76,0.473,5,90.701,453.507,3,0,0,1,3280,106,0,651.626,154.079,983.64
77,0.46,5,103.444,517.218,3,0,0,0,3318,107,0,647.676,148.924,996.749
78,0.53,6,57.868,347.209,3,0,0,1,3359,109,0,680.447,180.363,1011.432
79,0.462,5,41.549,207.747,3,0,0,0,3397,110,0,639.622,147.679,1024.584
80,0.506,6,92.463,554.78,3,0,1,0,3437,112,0,671.256,169.661,1038.715
81,0.488,5,114.282,571.411,3,0,0,0,3476,113,0,653.95,159.719,1052.465
82,0.47,5,100.889,504.443,3,0,0,0,3514,114,0,673.843,158.273,1065.795
83,0.539,6,72.675,436.051,3,0,0,0,3555,116,0,701.545,189.227,1080.687
84,0.555,6,69.995,419.968,3,0,0,0,3597,118,0,699.903,194.123,1095.921
85,0.546,6,48.989,293.934,3,0,0,0,3638,120,0,705.945,192.686,1110.957
86,0.525,6,26.833,160.999,3,0,0,1,3678,122,0,694.614,182.266,1125.52
87,0.52,6,102.911,617.466,3,0,0,0,3718,124,0,674.158,175.18,1139.97
88,0.541,6,40.927,245.562,3,1,0,0,3784,127,0,712.54,192.829,1154.902
89,0.551,6,45.757,274.543,3,0,0,1,3826,129,0,721.738,198.977,1170.061
90,0.498,5,92.693,463.463,3,0,1,0,3865,130,0,684.652,170.385,1184.018
91,0.502,6,31.827,190.965,3,0,0,0,3905,132,0,672.787,168.941,1198.075
92,0.486,5,42.183,210.913,3,1,0,0,3969,135,0,661.019,160.703,1211.775
93,0.496,5,51.644,258.221,3,0,0,0,4008,136,0,684.137,169.636,1225.691
94,0.5,5,78.618,393.09,3,0,0,0,4047,137,0,684.967,171.198,1239.696
95,0.505,6,34.549,207.292,3,0,0,0,4087,139,0,677.694,171.281,1253.827
96,0.525,6,23.933,143.599,3,0,0,0,4128,141,0,680.339,178.737,1268.405
97,0.488,5,53.5,267.501,3,0,0,0,4167,142,0,673.672,164.381,1282.144
98,0.539,6,78.563,471.377,3,1,0,0,4233,145,0,687.841,185.39,1297.027
