Time(s),Density,AvgSpeed(m/s),Alpha,CongestionScore_CD,Weight_wij,Sigma_Constrained(0/1),RerouteTriggered(0/1),PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,CongestionTime_snapshot_s,CO2_cum_g
1,0.435,9.346,0.645,0.427,0.355,0,0,50,0,2,611.374,159.735,12.127
2,0.427,9.472,0.653,0.419,0.347,0,0,99,0,4,603.626,154.557,24.067
3,0.392,9.97,0.688,0.384,0.312,0,0,146,0,6,615.66,144.969,35.273
4,0.388,10.036,0.692,0.38,0.308,0,0,193,0,8,613.789,142.836,46.382
5,0.375,10.229,0.705,0.367,0.295,0,0,239,0,10,580.287,130.403,57.205
6,0.367,10.338,0.713,0.359,0.287,0,0,284,0,11,568.118,125.107,67.867
7,0.425,9.494,0.655,0.417,0.345,0,0,333,0,13,619.297,158.016,79.775
8,0.397,9.906,0.683,0.389,0.317,0,0,380,0,15,583.772,139.004,91.076
9,0.458,9.023,0.622,0.45,0.378,0,0,432,0,17,621.454,170.68,103.68
10,0.424,9.512,0.656,0.416,0.344,0,0,481,0,19,633.006,161.032,115.561
11,0.464,8.933,0.616,0.456,0.384,0,0,533,0,21,632.286,176.01,128.298
12,0.424,9.51,0.656,0.416,0.344,0,0,582,0,23,605.729,154.15,140.182
13,0.404,9.807,0.676,0.396,0.324,0,0,630,0,25,589.358,142.738,151.629
14,0.433,9.377,0.647,0.425,0.353,0,0,680,0,27,597.993,155.478,163.71
15,0.47,8.848,0.61,0.462,0.39,0,0,732,0,29,641.03,180.689,176.571
16,0.374,10.241,0.706,0.366,0.294,0,0,778,0,31,595.696,133.564,187.376
17,0.437,9.326,0.643,0.429,0.357,0,0,828,0,33,626.951,164.329,199.533
18,0.406,9.777,0.674,0.398,0.326,0,0,876,0,35,605.095,147.304,211.024
19,0.398,9.892,0.682,0.39,0.318,0,0,923,0,37,604.952,144.398,222.345
20,0.407,9.754,0.673,0.399,0.327,0,0,971,0,39,613.126,149.827,233.869
21,0.444,9.223,0.636,0.436,0.364,0,0,1022,0,41,634.352,168.956,246.176
22,0.477,8.738,0.603,0.469,0.397,0,0,1075,0,44,657.978,188.458,259.2
23,0.453,9.095,0.627,0.445,0.373,0,0,1126,0,46,612.357,166.351,271.697
24,0.435,9.358,0.645,0.427,0.355,0,0,1176,0,48,629.402,164.142,283.807
25,0.436,9.332,0.644,0.428,0.356,0,0,1226,0,50,641.997,168.114,295.954
26,0.41,9.712,0.67,0.402,0.33,0,0,1274,0,52,601.319,148.006,307.541
27,0.453,9.088,0.627,0.445,0.373,0,0,1325,0,54,609.536,165.758,320.048
28,0.399,9.873,0.681,0.391,0.319,0,0,1372,0,56,615.912,147.488,331.397
29,0.424,9.512,0.656,0.416,0.344,0,0,1421,0,58,604.257,153.721,343.279
30,0.407,9.756,0.673,0.399,0.327,0,0,1469,0,60,579.999,141.699,354.8
31,0.431,9.413,0.649,0.423,0.351,0,0,1519,0,62,629.128,162.633,366.828
32,0.477,8.751,0.603,0.469,0.397,0,0,1572,0,65,617.893,176.66,379.834
33,0.432,9.393,0.648,0.424,0.352,0,0,1622,0,67,593.415,153.881,391.891
34,0.491,8.54,0.589,0.483,0.411,0,0,1676,0,70,642.258,189.228,405.207
35,0.461,8.973,0.619,0.453,0.381,0,0,1728,0,72,607.746,168.167,417.884
36,0.437,9.323,0.643,0.429,0.357,0,0,1778,0,74,606.615,159.06,430.044
37,0.44,9.286,0.64,0.432,0.36,0,0,1828,0,76,629.76,166.111,442.26
38,0.422,9.537,0.658,0.414,0.342,0,0,1877,0,78,602.367,152.608,454.104
39,0.432,9.403,0.648,0.424,0.352,0,0,1927,0,80,609.646,157.841,466.147
